,key_0,Unnamed: 0,product_id,final_list,product_color_id,attribute_name,attribute_value,accessory,blazerscoatsjackets,bottom,onepiece,shoe,sweater,sweatshirthoodie,top
364,7353,8538,01DV6K7TS195H385X4SSP3JF5H,"['demna', 'wool-blend', 'twill', 'blazer', 'black', 'wool-blend', 'twill', 'button', 'fastening', 'front', 'wool', 'elastane', 'imported', 'clothing', 'jacket', 'blazer', 'Nili', 'Lotan']",01DV6K7TSBXCVC76W55F8K4807,category,blazerscoatsjackets,0,1,0,0,0,0,0,0
1536,27945,32410,01DV6JEF1EJSTVWB7YJB3F5VXQ,"['halyn', 'pussy-bow', 'silk-satin', 'blouse', 'beige', 'silk-satin', 'button', 'fastening', 'front', 'silk', 'dry', 'clean', 'imported', 'clothing', 'top', 'blouse', 'Remain', 'Birger', 'Christensen']",01DV6JEF1QKE74EASKTWV24NJX,category,top,0,0,0,0,0,0,0,1
120,2394,2767,01DV6HA09G19TFQ7SSM7BXF5BX,"['prince', 'wale', 'check', 'straight-leg', 'wool', 'pant', 'givenchy', 'lightly', 'pleated', 'pant', 'crafted', 'crisp', 'wool', 'fall', 'tapered', 'straight-leg', 'fit', 'classic', 'prince', 'wale', 'checkered', 'print', 'pair', 'beautifully', 'simple', 'tucked-in', 'tee', 'chic', 'flat', 'woman', 'clothing', 'pant', 'Givenchy']",01DV6HA0CBVCDTCK1JF61S5E0P,category,bottom,0,0,1,0,0,0,0,0
2408,44229,51214,01DV4HSATZ3X8G7M9CWKFM1F9H,"['oversized', 'satin', 'cloqu', 'blazer', 'philosophy', 'blazer', 'designed', 'just-so', 'oversized', 'silhouette', 'cut', 'crinkled', 'satin', 'structured', 'shoulder', 'peaked', 'lapel', 'pair', 'longline', 'style', 'velvet', 'pant', 'essential', 'leisure', 'suiting', 'woman', 'clothing', 'jacket', 'Philosophy', 'Di', 'Lorenzo', 'Serafini']",01DV4HSAV905TS69AD2JYX852E,category,blazerscoatsjackets,0,1,0,0,0,0,0,0
360,7282,8450,01DV4GR7FNY3GTQCYE5Y4RC8NS,"['linen', 'maxi', 'skirt', 'zimmermann', 'resort', 'collection', 'designed', 'penchant', 'past', 'color', 'print', 'directly', 'inspired', 'founder', 'creative', 'director', 'childhood', 'voluminous', 'skirt', 'crafted', 'a-line', 'silhouette', 'linen', 'soft', 'pink', 'hue', 'slip', 'statement', 'belt', 'top', 'loop', 'style', 'woman', 'clothing', 'skirt', 'Zimmermann']",01DV4GR7G11BJ69D6ZN7X765PR,category,bottom,0,0,1,0,0,0,0,0
356,7171,8324,01DV4G5FF75M2R6EHJAB8EW6Z9,"['freja', 'belted', 'paisley-print', 'linen', 'halterneck', 'midi', 'dress', 'zimmermann', 'fraja', 'maxi', 'dress', 'cut', 'airy', 'linen', 'fabric', 'artfully', 'printed', 'vintage-inspired', 'paisley', 'motif', 'flattering', 'halterneck', 'neckline', 'tie-fastening', 'sash', 'temper', 'asymmetric', 'handkerchief', 'hem', 'style', 'strappy', 'sandal', 'raffia', 'clutch', 'woman', 'clothing', 'dress', 'Zimmermann']",01DV4G5FFGBV3VDZPSYMPHZXPK,category,onepiece,0,0,0,1,0,0,0,0
348,7041,8168,01DTN28TVMA1EKYZS2DS4QA58S,"['belted', 'crinkled-satin', 'jumpsuit', 'white', 'crinkled-satin', 'button', 'concealed', 'zip', 'fastening', 'back', 'acetate', 'viscose', 'lining', 'polyester', 'dry', 'clean', 'clothing', 'jumpsuit', 'full', 'length', 'Sally', 'Lapointe']",01DTN28TY2N00SEBPCANNDF72K,category,onepiece,0,0,0,1,0,0,0,0
346,7021,8144,01DTMYXDR0DCA4GFAP4SS3WQDE,"['large', 'nix', 'crocodile', 'top', 'handle', 'bag', 'handbag', 'handbag', 'tote', 'handbag', 'handbag', 'crossbodybags', 'Nancy', 'Gonzalez']",01DTMYXDR968HJ9GVAPF5K0TF5,category,accessory,1,0,0,0,0,0,0,0
344,6983,8100,01DTMYX91RFDD33T9T3Q8PE9JB,"['manhattan', 'python', 'slingback', 'sandal', 'allover', 'python', 'construction', 'give', 'strappy', 'leather', 'slingback', 'visual', 'texture', 'shoe', 'shoe', 'sandal', 'heel', 'Gianvito', 'Rossi']",01DTMYX924H7BWT4R1NFTWXG19,category,shoe,0,0,0,0,1,0,0,0
340,6900,8008,01DTMYX49S7AAXVRBQ95K0E87T,"['galativi', 'mesh', 'suede', 'pump', 'delicate', 'mesh', 'adorns', 'suede', 'point-toe', 'pump', 'shoe', 'bestseller', 'shoe', 'shoe', 'pumpsslingbacks', 'pointtoe', 'shoe', 'shoe', 'pumpsslingbacks', 'pumpsstilettos', 'Christian', 'Louboutin']",01DTMYXCW73KKTMDS178G8M4S1,category,shoe,0,0,0,0,1,0,0,0
36,729,853,01DTMYKXRM898RSTAYY28JJSSS,"['draped', 'crepe', 'de', 'chine', 'jumpsuit', 'white', 'crepe', 'de', 'chine', 'button-fastening', 'keyhole', 'back', 'polyester', 'elastane', 'lining', 'polyester', 'dry', 'clean', 'designer', 'color', 'chalk', 'imported', 'clothing', 'jumpsuit', 'full', 'length', 'Halston']",01DTMYKXRZKKWGBGCWE07V5439,category,onepiece,0,0,0,1,0,0,0,0
328,6644,7706,01DTMYKAG6NM4BEJE4FBYE54YK,"['zoeyy', 'faux', 'leather', 'wrap', 'mini', 'dress', 'army-green', 'faux', 'leather', 'button', 'fastening', 'front', 'polyurethane', 'polyester', 'dry', 'clean', 'imported', 'clothing', 'dress', 'mini', 'Frankie', 'Shop']",01DTMYKAGGK2P4E2QZC7SD8QWA,category,onepiece,0,0,0,1,0,0,0,0
316,6402,7424,01DTJCEX7H9S5ZQ2MXD019M39N,"['belted', 'satin', 'maxi', 'skirt', 'belted', 'maxi', 'skirt', 'ann', 'demeulemeester', 'easy', 'way', 'add', 'elegance', 'ensemble', 'cut', 'weightless', 'satin', 'feature', 'flattering', 'high', 'waist', 'sash', 'tie', 'loosely', 'tonal', 'look', 'pair', 'coordinating', 'blouse', 'woman', 'clothing', 'skirt', 'Ann', 'Demeulemeester']",01DTJCEX7S33QCJ7C1K1PFV505,category,bottom,0,0,1,0,0,0,0,0
0,19,22,01DTJCERF6F4NRZ2WSJFFA1EYS,"['teah', 'stretch-silk', 'camisole', 'beige', 'stretch-silk', 'slip', 'silk', 'spandex', 'dry', 'clean', 'imported', 'clothing', 'top', 'tank', 'camis', 'Theory']",01DTJCERGEHDMQ5FAJQS2PZ6NJ,category,top,0,0,0,0,0,0,0,1
314,6354,7368,01DTJCEKTMNHVSB3WHG9M5V1P7,"['mattea', 'square-toed', 'leather', 'slide', 'aeyde', 'leather', 'mattea', 'slide', 'designed', 'strappy', 'detail', 'square', 'toe', 'woman', 'shoe', 'sandal', 'Aeyde']",01DTJCEKTX6YREH4D9JRE7JGBW,category,shoe,0,0,0,0,1,0,0,0
310,6307,7317,01DTJCEEPSEHH29G98KNDG4TFK,"['copain', 'linen', 't-shirt', 'classic', 'layering', 'piece', 'st', 'agni', 'copain', 'tee', 'made', 'airy', 'linen', 'cut', 'relaxed', 'fit', 'detailed', 'elongated', 'short', 'sleeve', 'favorite', 'street', 'style', 'look', 'woman', 'clothing', 'top', 'St.', 'Agni']",01DTJCEEQ1FQCSHC2VZGGG3RSX,category,top,0,0,0,0,0,0,0,1
308,6240,7237,01DTJCE9ZMH29TWHQC1CC8AWG5,"['piper', 'denim', 'mini', 'shirt', 'dress', 'sea', 'look', 'hometown', 'new', 'york', 'city', 'designing', 'casual', 'clothes', 'blend', 'femininity', 'urban', 'edge', 'aesthetic', 'well', 'represented', 'piper', 'shirt', 'dress', 'tailored', 'denim', 'woven', 'cotton', 'linen', 'style', 'wide', 'short', 'sleeve', 'large', 'patch', 'pocket', 'style', 'woven', 'wedge', 'woman', 'clothing', 'dress', 'Sea']",01DTJCEA2306G1SSEYE5ERZYJD,category,onepiece,0,0,0,1,0,0,0,0
304,6142,7118,01DTJCE596G5WGANPMXNENAXFJ,"['draped', 'wool', 'turtleneck', 'sweater', 'casual', 'front', 'evening-ready', 'back', 'essential', 'turtleneck', 'sweater', 'monse', 'feature', 'eye-catching', 'draped', 'open', 'back', 'perfect', 'showing', 'skin', 'pretty', 'lace', 'bralette', 'knitwear', 'piece', 'designed', 'casual', 'loose', 'fit', 'making', 'ideal', 'balancing', 'pair', 'straight-leg', 'jean', 'tailored', 'pencil', 'skirt', 'woman', 'clothing', 'top', 'Monse']",01DTJCE7TD8CEJZDHNZCB28MF9,category,sweater,0,0,0,0,0,1,0,0
302,6094,7064,01DTJCE09PWFZ6DCY0DJADM4HB,"['snake-print', 'stretch-cotton', 'slim-fit', 'pant', 'victoria', 'beckham', 'slim-fit', 'pant', 'made', 'stretch', 'cotton-twill', 'emblazoned', 'graphic', 'snakeskin', 'print', ""they're"", 'cut', 'sit', 'flatteringly', 'low', 'waist', 'fit', 'slim', 'thigh', 'falling', 'split', 'hem', ""they're"", 'free', 'hardware', 'pocket', 'keep', 'silhouette', 'streamlined', 'woman', 'clothing', 'pant', 'Victoria', 'Beckham']",01DTJCE09Z42Y6QP2BGBRB6G6H,category,bottom,0,0,1,0,0,0,0,0
1658,30363,35172,01DTJCDP8032ADG8CM387P7JYV,"['violeta', 'embroidered', 'cotton-voile', 'midi', 'dress', 'anaak', 'violeta', 'midi', 'dress', 'cut', 'airy', 'cotton-voile', 'artfully', 'embroidered', 'contrasting', 'topstitches', 'fully', 'lined', 'coverage', 'designed', 'delicate', 'shoulder', 'strap', 'v-neckline', 'keep', 'styling', 'simple', 'pair', 'leather', 'slide', 'woman', 'clothing', 'dress', 'Anaak']",01DTJCDP88C6DX239SNMJW9EZ0,category,onepiece,0,0,0,1,0,0,0,0
1778,32230,37314,01DTJCDHBQHW83XQSFT1WZQKX7,"['silk-satin', 'blouse', 'vince', 'silk-satin', 'blouse', 'meant', 'relaxed', 'fit', 'similar', 'pajama', 'shirt', 'cut', 'longline', 'silhouette', 'opalescent', 'button', 'cuff', 'front', 'make', 'refined', 'pairing', 'classic', 'tailoring', 'loose', 'hem', 'look', 'best', 'tucked', 'woman', 'clothing', 'top', 'Vince']",01DTJCDHC0C5G5YWPHX0N0XH93,category,top,0,0,0,0,0,0,0,1
300,6047,7009,01DTJCDCCS988BEPR8RVSQ2MM5,"['double', 'needle', 'mid-rise', 'slim-leg', 'jean', 'designed', 'last', 'age', 'done', 'slim-leg', 'jean', 'constructed', 'using', 'double-needle', 'stitching', 'durability', ""they're"", 'made', 'light', 'wash', 'denim', 'blended', 'small', 'amount', 'stretch', ""they'll"", 'give', 'little', 'time', 'highlight', 'tapered', 'hem', 'pair', 'ankle', 'boot', 'woman', 'clothing', 'jean', 'Re/Done']",01DTJCDCD1PP0HJWC3N710Q5H4,category,bottom,0,0,1,0,0,0,0,0
298,6014,6971,01DTJCD7X94105KDSE036PNP64,"['sami', 'lace-up', 'leather', 'sneaker', 'veronica', 'beard', 'leather', 'sami', 'sneaker', 'crafted', 'minimalist', 'silhouette', 'detailed', 'speckled', 'shoe', 'lace', 'snake', 'pattern', 'throughout', 'woman', 'shoe', 'sneaker', 'Veronica', 'Beard']",01DTJCD7XJCD329X62FS2K80GC,category,shoe,0,0,0,0,1,0,0,0
294,5932,6876,01DTJCD2QG8RKQ4HJKT4GBW888,"['viola', 'cashmere', 'sweater', 'sensibility', 'ease', 'core', 'khaite', 'design', 'ethos', 'label', 'viola', 'sweater', 'spun', 'ultra-soft', 'cashmere', 'relaxed', 'crewneck', 'silhouette', 'wear', 'rolled', 'sleeve', 'mini', 'skirt', 'summer', 'layered', 'jacket', 'weather', 'cool', 'woman', 'clothing', 'top', 'Khaite']",01DTJCD5MXF5XDCNRY4TFFG7SD,category,sweater,0,0,0,0,0,1,0,0
292,5880,6814,01DTJCCY6S6KV2KJS79QK6CC08,"['houndstooth', 'wool', 'pencil', 'midi', 'skirt', 'prabal', 'gurung', 'virgin', 'wool', 'skirt', 'designed', 'pencil', 'silhouette', 'midi', 'length', 'style', 'houndstooth', 'pattern', 'bright', 'hued', 'sweater', 'pick-me', 'outfit', 'woman', 'clothing', 'skirt', 'Prabal', 'Gurung']",01DTJCCY700C044XX10PA8Q62X,category,bottom,0,0,1,0,0,0,0,0
290,5845,6775,01DTJCCSQKDDVY7DH821S6SDXP,"['jimi', 'hendrix', 'cotton-jersey', 't-shirt', 'tapping', 'season', 'coveted', 'trend', 'nili', 'lotan', 't-shirt', 'cut', 'soft', 'cotton-jersey', 'printed', 'abstract', 'portrait', 'rockstar', 'jimi', 'hendrix', 'cut', 'relaxed', 'fit', 'classic', 'crew', 'neckline', 'raglan', 'sleeve', 'enhance', 'laid-back', 'feel', 'style', 'pair', 'label', 'utility', 'pant', 'woman', 'clothing', 'top', 'Nili', 'Lotan']",01DTJCCSQWAH64G67GTA9AKJME,category,top,0,0,0,0,0,0,0,1
288,5812,6740,01DTJBR06HEYC2WWGJX1RKBZA4,"['meta', 'snakeskin-embossed', 'leather', 'ankle', 'boot', 'sleek', 'point-toe', 'ankle', 'boot', 'crafted', 'supple', 'leather', 'luxe', 'snakeskin-embossed', 'finish', 'shoe', 'shoe', 'boot', 'ankle', 'shoe', 'shoe', 'booty', 'Vince']",01DTJBR06TY41ETRRQ5QQKAVZG,category,shoe,0,0,0,0,1,0,0,0
284,5726,6644,01DTJBFCD58JDP3RBA6CCZ8E2C,"['dip', 'color-block', 'textured-leather', 'shoulder', 'bag', 'white', 'tan', 'brown', 'textured-leather', 'cow', 'magnetic-fastening', 'top', 'flap', 'weighs', 'approximately', 'lb', 'kg', 'designer', 'color', 'mustard', 'cinnamon', 'made', 'spain', 'bag', 'shoulder', 'bag', 'shoulder', 'bag', 'Yuzefi']",01DTJBFCDC0NN5Z2ZTTT0VZS0D,category,accessory,1,0,0,0,0,0,0,0
318,6434,7465,01DTJBF7B1RD7BNEAVCXFQXTVQ,"['paris', 'cashmere', 'track', 'pant', 'nili', 'lotan', 'paris', 'jogger', 'designed', 'relaxed', 'silhouette', 'dropped', 'crotch', 'added', 'comfort', 'tapered', 'hem', 'cashmere', 'sweatpants', 'dual', 'slant', 'pocket', 'slim', 'drawstring', 'tie', 'highlight', 'exposed', 'ankle', 'pairing', 'low', 'rise', 'sneaker', 'woman', 'clothing', 'pant', 'Nili', 'Lotan']",01DTJBF9QABZ96X9ADZ9GAJK8G,category,bottom,0,0,1,0,0,0,0,0
282,5688,6602,01DTJBF28J3F9WNYDWGZ5BC8CF,"['crepe', 'slim-fit', 'pant', 'designed', 'sit', 'low', 'rise', 'victoria', 'beckham', 'pant', 'made', 'lightweight', 'stretch-crepe', 'slim-fit', 'silhouette', 'kicking', 'slit', 'hem', 'balance', 'proportion', 'oversized', 'turtleneck', 'pair', 'point-toe', 'pump', 'label', 'pre-fall', 'lineup', 'woman', 'clothing', 'pant', 'Victoria', 'Beckham']",01DTJBF28V42H1XHVB9WS94E93,category,bottom,0,0,1,0,0,0,0,0
1750,31728,36737,01DTJBEY26533CKXMXH26MN2SH,"['metallic', 'wool-blend', 'turtleneck', 'brunello', 'cucinelli', 'short-sleeved', 'turtleneck', 'spun', 'blend', 'mohair', 'virgin', 'wool', 'cashmere', 'metallic', 'element', 'shimmer', 'lightweight', 'feel', 'semi-sheer', 'body', 'make', 'versatile', 'enough', 'wear', 'throughout', 'year', 'styled', 'different', 'way', 'woman', 'clothing', 'top', 'Brunello', 'Cucinelli']",01DTJBEY2D11HMV8PWG9ZATD3B,category,sweater,0,0,0,0,0,1,0,0
1748,31680,36678,01DTJB97JZQY40PA00HY611FA6,"['mantella', 'virgin', 'wool', 'poncho', 'cardigan', 'fine', 'virgin', 'wool', 'becomes', 'styling', 'wonder', 'thanks', 'exciting', 'detail', 'sleeve', 'slim', 'extra-long', 'ribbed', 'shoulder', 'feature', 'wide-cut', 'extra', 'cool', 'touch', 'womensapparel', 'sweater', 'ponchoscapes', 'womensapparel', 'sweater', 'cardigan', 'Wolford']",01DTJB97K9BACAWQSVPV8SPWGM,category,sweater,0,0,0,0,0,1,0,0
278,5641,6549,01DTJAZ7F9DRFPNF8W1H7SFT20,"['draped', 'merino', 'wool', 'turtleneck', 'wrap', 'cream', 'merino', 'wool', 'concealed', 'button', 'fastening', 'neck', 'merino', 'wool', 'dry', 'clean', 'imported', 'accessory', 'scarf', 'snood', 'Joseph']",01DTJAZ7FJVFXV2QWZVSZ4RNMY,category,accessory,1,0,0,0,0,0,0,0
272,5527,6419,01DTJAZ3J5GNXMQ718T46ERBAX,"['tony', 'textured-leather', 'bucket', 'bag', 'black', 'textured-leather', 'drawstring', 'top', 'weighs', 'approximately', 'lb', 'kg', 'imported', 'bag', 'shoulder', 'bag', 'shoulder', 'bag', 'See', 'By', 'Chloé']",01DTJAZ3JFBJ0MGWCN0GZ2QR27,category,accessory,1,0,0,0,0,0,0,0
274,5562,6458,01DTJ8GXDJ5RA1J6VET54MBJDB,"['anna', 'leather', 'sandal', 'thanks', 'ankle-wrap', 'strap', 'walkable', 'heel', 'supportive', 'back', 'basket', 'beckham', 'anne', 'sandal', 'check', 'box', 'goes-with', 'everything', 'nude', 'compliment', 'everything', 'pair', 'midi', 'skirt', 'cropped', 'trouser', 'sheath', 'dress', 'styling', 'possibility', 'limitless', 'main', 'calf', 'lining', 'goat', 'sole', 'leather', 'heelmade', 'italy', 'heel', 'Victoria', 'Beckham']",01DTJ8GXDWMT58JFJWZ3A2XQ2B,category,shoe,0,0,0,0,1,0,0,0
276,5597,6497,01DTJ8GRG3CT3FQ3A45GT3PYP6,"['goldy', 'tall', 'boot', 'thank', 'gorgeous', 'cognac-colored', 'vachetta', 'leather', 'giving', 'pointed-toe', 'boot', 'softly', 'worn-in', 'looking', 'patina', 'hitting', 'right', 'knee', 'solid', 'option', 'flowy', 'skirt', 'billow', 'dress', 'anything', 'really', 'chunky', 'block', 'heel', 'lend', 'inch', 'lasting', 'comfortably', 'throughout', 'day', 'upper', 'leather', 'lining', 'bovine', 'leatherheel', 'height', 'boot', 'Loeffler', 'Randall']",01DTJ8GRH49T9D69S6CBK5SMPY,category,shoe,0,0,0,0,1,0,0,0
2142,39044,45160,01DTJ8GEW6S85XDNEM3J25XT0M,"['large', 'espadrille', 'tote', 'oversized', 'tote', 'jute', 'base', 'inspired', 'classic', 'esparto', 'rope', 'shoe', 'genius', 'calf', 'suede', 'durable', 'luxe', 'get', 'even', 'supple', 'time', 'inner', 'pocket', 'roomy', 'easy-to', 'access', 'bag', 'big', 'enough', 'stash', 'supply', 'laptop', 'included', 'whatever', 'day', 'may', 'bring', 'plus', 'leather', 'strap', 'braided', 'suede', 'strength', 'suede', 'exterior', 'beige', 'interior', 'calf', 'leather', 'strapsmade', 'italy', 'tote', 'Altuzarra']",01DTJ8GHKK92ZJYFMF1RRPX3CG,category,accessory,1,0,0,0,0,0,0,0
76,1524,1777,01DTJ8G50MTEAZ269BY9PDK0MC,"['julian', 'workwear', 'jumpsuit', 'cut', 'army-green', 'utility', 'twill', 'julian', 'salute', 'workwear', 'rife', 'utilitarian', 'element', 'epaulet', 'patch', 'pocket', 'cinchable', 'belt', 'slant', 'pocket', 'extra-wide', 'leg', 'hit', 'ankle', 'shoe', 'block-heeled', 'boot', 'birkenstocks', 'even', 'strappy', 'sandal', 'look', 'exactly', 'right', 'think', 'two-minute', 'outfit', 'maybe', 'even', 'one', 'main', 'cotton', 'elastane', 'lining', 'polyester', 'viscosedry', 'clean', 'onlymade', 'italymeasurements', 'size', 'chest', 'waist', 'hip', 'lengthmodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'jumpsuit', 'G.', 'Label']",01DTJ8G50ZHR71CCA3E6QAAH5G,category,onepiece,0,0,0,1,0,0,0,0
266,5399,6261,01DTJ8G03TEWRES24T1R04W8R3,"['wendall', 'cropped', 'wide-leg', 'jean', 'super-saturated', 'indigo', 'natural', 'raw-denim', 'wash', 'wide-leg', 'pant', 'extra', 'chic', 'black-and', 'gold', 'button', 'detailing', 'tailored', 'crop', 'skim', 'ankle', 'plus', 'elevated', 'enough', 'hold', 'office', 'dinner', 'drink', 'beyond', 'cotton', 'polyurethanehand', 'washmade', 'usamodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'denim', 'Khaite']",01DTJ8G043CH6Z2STWTX77NNCT,category,bottom,0,0,1,0,0,0,0,0
2376,43561,50434,01DTJ8FV80JH6GAY5RGH4MCJHA,"['mathewson', 'denim', 'jacket', 'three', 'thought', 'mind', 'designing', 'quintessential', 'jean', 'jacket', 'core', 'collection', 'lived-in', 'appeal', 'comfortably', 'snug', 'fit', 'medium', 'wash', 'look', 'feel', 'lot', 'like', 'vintage', 'added', 'grown-up', 'update', 'clean', 'concealed', 'button', 'placket', 'welt', 'pocket', 'copper', 'tack', 'button', 'course', 'signature', 'puffed', 'sleeve', 'double', 'denim', 'vibe', 'label', 'go-to', 'mel', 'jean', 'cotton', 'elastanemachine', 'wash', 'cold', 'lay', 'flat', 'drymade', 'usameasurements', 'size', 'length', 'shoulder', 'width', 'chest', 'sleeve', 'lengthmodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'jacket', 'coat', 'G.', 'Label']",01DTJ8FV8A9SBDS2RC476Z54CS,category,blazerscoatsjackets,0,1,0,0,0,0,0,0
2178,39717,45950,01DTJ8FPJ0WAGB5D7CRRCJP941,"['wide-leg', 'sweatpants', 'unapologetically', 'chic', 'wide-leg', 'sweatpants', 'common', 'work', 'pant', 'bum-around', 'jogger', 'rendered', 'camel-colored', 'knit', 'fabric', 'look', 'sophisticated', 'incredibly', 'soft', 'touch', 'also', 'love', 'shape', 'sit', 'really', 'high', 'hip', 'adjust', 'drawstring', 'liking', 'flare', 'dramatically', 'around', 'ankle', 'supplex', 'pbtmachine', 'washmodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'x', 'activewear', 'Live', 'The', 'Process']",01DTJ8FPJ9ESPPY19RS5C14640,category,bottom,0,0,1,0,0,0,0,0
264,5336,6195,01DTJ8FHC9A0WKQ9Z30G3CS8GZ,"['hopper', 'cowl', 'neck', 'top', 'need', 'something', 'little', 'dressier', 'trustiest', 'black', 'tee', 'rendered', 'black', 'crepe', 'cuffed-up', 'sleeve', 'borrows', 'relaxed', 'boxy', 'fit', 'tuck', 'well', 'anything', 'add', 'characteristically', 'cool', 'ellery', 'detail', 'silky', 'v-shaped', 'panel', 'polyesterdry', 'clean', 'onlymade', 'italymodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'au', 'top', 'Ellery']",01DTJ8FHCNXBGPR701GYJGMQXZ,category,top,0,0,0,0,0,0,0,1
262,5301,6156,01DTJ8FCK9VKNBN5P453DA5DFP,"['corsa', 'tote', 'leather', 'bag', 'visually', 'interesting', 'fundamentally', 'functional', 'outside', 'khaki-green', 'body', 'stark', 'white', 'panel', 'black', 'strap', 'adjustable', 'via', 'gold-tone', 'stud', 'inside', 'ample', 'room', 'tablet', 'makeup', 'bag', 'current', 'book', 'whatever', 'else', 'keep', 'close', 'plus', 'matching', 'zip', 'pouch', 'mention', 'handmade', 'italy', 'calf', 'leather', 'tote', 'Wandler']",01DTJ8FCKK1XZSR1VYX6W6BBCX,category,accessory,1,0,0,0,0,0,0,0
260,5259,6103,01DTJ8F30NPDVH99C4ES7K4PWQ,"['benning', 'trench', 'coat', 'one', 'coat', 'getting', 'behind', 'season', 'benning', 'first', 'perfect', 'in-between', 'weight', 'bridge', 'season', 'beautifully', 'layer', 'chunky', 'sweater', 'tee', 'blouse', 'later', 'secondly', 'hit', 'utility', 'trend', 'right', 'head', 'thanks', 'rugged', 'army-green', 'pretty', 'practical', 'timeless', 'cotton', 'nylondry', 'cleanmade', 'usamodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'x', 'jacket', 'coat', 'Nili', 'Lotan']",01DTJ8F30ZHD7CSF3EFAB4HXQX,category,blazerscoatsjackets,0,1,0,0,0,0,0,0
212,4253,4936,01DTJ8ES5SWMYJAHY1JJDGTX3Z,"['cameron', 'dress', 'combining', 'two', 'sartorial', 'element', 'embody', 'autumn', 'thin-wale', 'corduroy', 'rich', 'amber', 'red', 'big', 'win', 'belted', 'shirtdress', 'keep', 'warm', 'throughout', 'winter', 'wear', 'sneaker', 'knee-high', 'boot', 'tights', 'later', 'cottonmachine', 'washmade', 'usamodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'x', 'dress', 'Xirena']",01DTJ8ES86VRAC084TBDG21039,category,onepiece,0,0,0,1,0,0,0,0
258,5220,6059,01DTJ8EMCR26JCYAWK0CYST9H7,"['law', 'bag', 'shoulder', 'bag', 'everything', 'want', 'structured', 'everyday', 'bag', 'gloriously', 'spacious', 'size', 'optional', 'crossbody', 'strap', 'convenient', 'storage', 'compartment', 'thing', 'classic', 'tri-color', 'leather', 'classic', 'plus', 'zip', 'shut', 'especially', 'travel', 'subway', 'metro-friendly', 'leather', 'brassheight', 'width', 'depth', 'made', 'italy', 'shoulder', 'crossbody', 'Marni']",01DTJ8EMD5DK3KYSVWW3GP61TA,category,accessory,1,0,0,0,0,0,0,0
1510,27433,31824,01DTJ8EFK5B8NXBGFW83MXF8NY,"['brushed-twill', 'wide-leg', 'pant', 'vince', 'pant', 'constructed', 'ultra-cozy', 'brushed', 'twill', 'quite', 'similar', 'flannel', ""they're"", 'made', 'roomy', 'wide-leg', 'silhouette', 'high-rise', 'elasticized', 'waistband', 'making', 'getting', 'ready', 'easy', 'layer', 'large', 'sweater', 'continue', 'oversized', 'look', 'woman', 'clothing', 'pant', 'Vince']",01DTJ8EFKFFKSMN52PMW8ENKXT,category,bottom,0,0,1,0,0,0,0,0
256,5178,6008,01DTJ8EB30824VJ8CH9G66DYGC,"['kelly', 'wool-blend', 'cardigan', 'sweater', 'woman', 'clothing', 'top', 'Anna', 'October']",01DTJ8EB39R5SE4760DYXHNWQC,category,sweater,0,0,0,0,0,1,0,0
1746,31641,36635,01DTJ8E611HND5NA1RZBCWK8EA,"['cropped', 'tunnel-sleeve', 'top', 'little', 'sporty', 'little', 'retro', 'flashdance', 'kind', 'way', 'all-around', 'functional', 'tunnel-sleeved', 'top', 'note', 'absence', 'seam', 'along', 'elbow-length', 'sleeve', 'one', 'favorite', 'to-and', 'piece', 'relaxed', 'easy', 'cut', 'fuzzy', 'french', 'terry', 'combine', 'softness', 'best-loved', 'sweatshirt', 'ease', 'bum-around', 'tee', 'hiked-up', 'hemline', 'cool', 'cropped', 'layering', 'pleasure', 'warm-up', 'cooldowns', 'lose', 'cottonhand', 'wash', 'cold', 'lay', 'flat', 'drymade', 'usameasurements', 'size', 'length', 'chest', 'sleeve', 'length', 'model', 'bust', 'waist', 'hip', 'wearing', 'size', 'x', 'activewear', 'G.', 'Sport']",01DTJ8E61BPM814DRT8ZD43X1W,category,top,0,0,0,0,0,0,0,1
2112,38439,44449,01DTJ8E0QSD3TR3H7D1YZ5RYEK,"['haight', 'filum', 'pleated', 'top', 'haight', 'filum', 'took', 'style', 'muscle', 'beach', 'poncho', 'applied', 'minimalist', 'feminine', 'detail', 'fit', 'added', 'pretty', 'tuck', 'pleat', 'cropped', 'waist', 'create', 'optic', 'white', 'sport', 'top', 'worn', 'anywhere', 'pop', 'bathing', 'suit', 'wear', 'anywhere', 'denim', 'cutoff', 'pair', 'wide-leg', 'trouser', 'vintage', 'jean', 'viscose', 'polyamide', 'elastanemachine', 'washmade', 'brazilmodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'loungewear', 'Haight']",01DTJ8E0R3ASEP971J822MQBSA,category,sweatshirthoodie,0,0,0,0,0,0,1,0
