,key_0,Unnamed: 0,product_id,final_list,product_color_id,attribute_name,attribute_value,coldweather,daytonight,nightout,vacation,weekend,work,workout
436,3354,3884,01DTASNPKTHP79D2QAKBMP818Z,"['moreau', 'macram', 'leather', 'bag', 'summertime', 'never', 'far', 'away', 'cult', 'brand', 'staud', 'moreau', 'bag', 'featuring', 'knotted', 'macram', 'exterior', 'bag', 'reverse-lined', 'leather', 'bucket', 'daily', 'necessity', 'woman', 'bag', 'tote', 'Staud']",01DTASNPM4YDGWYSXMQMVMYRE7,occasion,vacation,0,0,0,1,0,0,0
432,3304,3822,01DTASNDTNWEZM6W2CE47VHVPJ,"['amari', 'floral-print', 'cotton', 'jumpsuit', 'people', 'often', 'think', 'sundress', 'temperature', 'rise', 'zimmermann', 'floral-print', 'amari', 'jumpsuit', 'equally', 'good', 'alternative', 'ruched', 'sleeveless', 'bodice', 'designed', 'tie', 'shoulder', 'strap', 'square', 'neckline', 'shirred', 'trim', 'wear', 'wide-leg', 'cotton', 'style', 'flat', 'sandal', 'oversized', 'gold', 'jewelry', 'woman', 'clothing', 'jumpsuit', 'Zimmermann']",01DTASNDXC776XTJPK7S6Z3ABS,occasion,daytonight,0,1,0,0,0,0,0
5158,37719,43619,01DT8ND94P4AMW1637MCRDRFBM,"['francoise', 'high-rise', 'wide-leg', 'jean', 'fashioned', 'contemporary', 'design', 'element', 'nobody', 'denim', 'francoise', 'jean', 'made', 'comfortable', 'wide-leg', 'silhouette', 'dark', 'wash', 'pair', 'crafted', 'high-rise', 'waistline', 'sharp', 'pleat', 'leg', 'layer', 'black', 'point-toe', 'boot', 'elongate', 'leg', 'woman', 'clothing', 'jean', 'Nobody', 'Denim']",01DT8ND94V3XBWNEYYVGX78314,occasion,weekend,0,0,0,0,1,0,0
420,3223,3725,01DT8ND4QVV25CDSARCDFCWZ11,"['alloisa', 'belted', 'striped', 'crepe', 'slim-leg', 'pant', 'equipment', 'incorporates', 'sleek', 'tailoring', 'fall', 'lineup', 'label', 'alloisa', 'pant', 'cut', 'lightweight', 'crepe', 'patterned', 'classic', 'pinstripe', 'tapered', 'slim-leg', 'shape', 'coordinating', 'belt', 'emphasizes', 'high-rise', 'waist', 'style', 'tucked-in', 'blouse', 'structured', 'blazer', 'woman', 'clothing', 'pant', 'Equipment']",01DT8ND4R1R949C1QYKWTBG2DS,occasion,weekend,0,0,0,0,1,0,0
5128,37492,43352,01DT8NCZ5QVTKC21F495J1WKPJ,"['eva', 'cropped', 'high-rise', 'wide-leg', 'jean', 'designed', 'flattering', 'high-rise', 'citizen', 'humanity', 'eva', 'jean', 'made', 'stretch-denim', 'cropped', 'wide-leg', 'hem', 'hovers', 'ankle', 'think', 'white', 'hue', 'blank', 'canvas', 'wear', 'everything', 'boldly', 'printed', 'top', 'neutral', 'sweater', 'woman', 'clothing', 'jean', 'Citizens', 'Of', 'Humanity']",01DT8NCZ5W23ZBDV2HPD2RQBPP,occasion,weekend,0,0,0,0,1,0,0
4186,30388,35204,01DT8NCT6C6734WAWTYZX94SE8,"['mia', 'printed', 'leather', 'shoulder', 'bag', 'wandler', 'coveted', 'mia', 'bag', 'named', 'designer', 'elza', 'wandler', 'grandmother', 'often', 'seek', 'inspiration', 'season', 'crafted', 'tie-dye', 'printed', 'leather', 'label', 'signature', 'half-moon', 'silhouette', 'expandable', 'trapeze', 'side', 'panel', 'making', 'spacious', 'enough', 'everyday', 'essential', 'woman', 'bag', 'shoulder_bag', 'Wandler']",01DT8NCT6JHCMMJDMF89KGHCCG,occasion,daytonight,0,1,0,0,0,0,0
532,4079,4727,01DT8NCNDBMNDQQREMHH7DS6BV,"['reversible', 'belted', 'wool-blend', 'coat', 'featuring', 'checked', 'print', 'reversible', 'construction', 'fall-perfect', 'outerwear', 'piece', 'ganni', 'need', 'handle', 'ever-changing', 'swing', 'fall', 'weather', 'one', 'side', 'warm', 'wool', 'quilted', 'style', 'rain', 'sunny', 'day', 'cinch', 'waist', 'detachable', 'belt', 'embrace', 'neutral', 'hue', 'tonal', 'turtleneck', 'knitted', 'skirt', 'woman', 'clothing', 'coat', 'Ganni']",01DT8NCNDGBA3T1QC0TNDZ69VD,occasion,weekend,0,0,0,0,1,0,0
4934,36127,41778,01DT8NCBEKCFEAC3FV0ZY2ZE7Z,"['plastic', 'fringe', 'popon', 'bag', 'off-white', 'virgil', 'abloh', 'fringe', 'popon', 'bag', 'crafted', 'pom-pom', 'silhouette', 'fringe', 'detail', 'wristlet', 'strap', 'woman', 'bag', 'evening_bag', 'Off-White', 'C/O', 'Virgil', 'Abloh']",01DT8NCBESC2FNTZFQ4N0YNB75,occasion,nightout,0,0,1,0,0,0,0
4092,29699,34415,01DT8NBXPWVPW48VYJTBV2M8MC,"['bound', 'sleeve', 't-shirt', 'goldsign', 'designed', 'relaxed', 'bound', 't-shirt', 'warm', 'hue', 'brand', 'describes', 'ochre', 'fitted', 'round', 'collar', 'short-sleeve', 'style', 'easily', 'transitioned', 'seasonal', 'wardrobe', 'add', 'extra', 'layer', 'weather', 'permit', 'woman', 'clothing', 'top', 'Goldsign']",01DT8NBXQ2FZGWQABRFVCQ84RR,occasion,daytonight,0,1,0,0,0,0,0
5134,37545,43414,01DT8NBRSZ7HY1YCMA5CK2V7RW,"['danny', 'wool', 'cashmere-blend', 'cardigan', 'crafted', 'plush', 'wool', 'cashmere-blend', 'yarn', 'madeleine', 'thompson', 'danny', 'cardigan', 'knit', 'leopard', 'intarsia', 'slightly', 'oversized', 'fit', 'just-so', 'v-neck', 'roomy', 'sleeve', 'take', 'sweater', 'game', 'wild', 'side', 'style', 'straight-leg', 'jean', 'woman', 'clothing', 'top', 'Madeleine', 'Thompson']",01DT8NBX02VBF46EQPQQF0D5MY,occasion,daytonight,0,1,0,0,0,0,0
5124,37452,43306,01DT51AMGW1SZRVZ2HDNVZNJ38,"['lucille', 'ribbed', 'alpaca-blend', 'sweater', 'beige', 'alpaca-blend', 'slip', 'baby', 'alpaca', 'acrylic', 'polyamide', 'dry', 'clean', 'imported', 'clothing', 'knitwear', 'medium', 'knit', 'Ulla', 'Johnson']",01DT51AMH34GZCKG3HME174XGG,occasion,daytonight,0,1,0,0,0,0,0
5112,37361,43193,01DT51AFKN7GGVG7EFW0ZGF3PE,"['ribbed-knit', 'wrap', 'cardigan', 'brown', 'ribbed-knit', 'tie', 'front', 'wool', 'acrylic', 'nylon', 'dry', 'clean', 'imported', 'clothing', 'knitwear', 'medium', 'knit', 'Le', '17', 'Septembre']",01DT51AFKVA85SR92YZNXWWXAF,occasion,daytonight,0,1,0,0,0,0,0
3510,25077,29098,01DT51AATB6TJDA52FSD48YT2Y,"['draped', 'wool', 'cardigan', 'white', 'wool', 'slip', 'virgin', 'wool', 'button', 'horn', 'cow', 'hand', 'wash', 'imported', 'clothing', 'knitwear', 'fine', 'knit', 'Allude']",01DT51AATHTN6R84AJNW4WF2JN,occasion,work,0,0,0,0,0,1,0
5118,37409,43251,01DT51A5Y1TVAGV06WQ0T1JFK4,"['figue', 'linen', 'jumpsuit', 'burgundy', 'white', 'linen', 'concealed', 'hook', 'zip', 'fastening', 'back', 'linen', 'dry', 'clean', 'clothing', 'jumpsuit', 'full', 'length', 'Staud']",01DT51A5Y7X6SJSZN3WV81E5N5,occasion,weekend,0,0,0,0,1,0,0
5088,37206,43010,01DT51A0Z8SMDEH3X650EF33T0,"['draped', 'satin', 'wrap', 'dress', 'beige', 'satin', 'tie', 'side', 'concealed', 'button', 'fastening', 'front', 'cupro', 'rayon', 'dry', 'clean', 'imported', 'clothing', 'dress', 'midi', 'Low', 'Classic']",01DT51A0ZF47SFG7E0F6WQFRH9,occasion,nightout,0,0,1,0,0,0,0
1800,13570,15798,01DT519W15KFEKC3Z4HPEZPKC9,"['cropped', 'leather', 'biker', 'jacket', 'black', 'leather', 'asymmetric', 'zip', 'fastening', 'front', 'leather', 'made', 'italy', 'clothing', 'jacket', 'biker', 'jacket', 'Re/Done']",01DT519W1ANRCB7JWCQ36HZJZD,occasion,daytonight,0,1,0,0,0,0,0
4680,34280,39668,01DT519Q6FWR89D0FSWVS6Y09C,"['carine', 'faille', 'mule', 'heel', 'measure', 'approximately', 'mm', 'inch', 'black', 'faille', 'slip', 'importedsmall', 'size', 'see', 'size', 'fit', 'note', 'shoe', 'pump', 'mid', 'heel', 'Staud']",01DT519Q6PY5FFMVEMYSABQQP8,occasion,work,0,0,0,0,0,1,0
5084,37176,42968,01DT519DE8BNKBT1C1P2P25MFA,"['open-back', 'ruched', 'leopard-print', 'jersey', 'maxi', 'dress', 'cream', 'black', 'jersey', 'button', 'fastening', 'keyhole', 'back', 'viscose', 'elastane', 'lining', 'polyester', 'dry', 'clean', 'imported', 'clothing', 'dress', 'maxi', 'Self-Portrait']",01DT519DEFA3BSWBP488GJSPDN,occasion,weekend,0,0,0,0,1,0,0
3598,25774,29910,01DT5198M81QEKJG0W4JCA6940,"['olga', 'asymmetric', 'paneled', 'checked', 'wool', 'alpaca-blend', 'blazer', 'multicolored', 'wool', 'alpaca-blend', 'button', 'fastening', 'double-breasted', 'front', 'fabric', 'wool', 'alpaca', 'fabric', 'wool', 'alpaca', 'fabric', 'wool', 'button', 'horn', 'buffalo', 'dry', 'clean', 'imported', 'clothing', 'jacket', 'blazer', 'Andersson', 'Bell']",01DT5198MDS6AKBE7YFCPTDP27,occasion,nightout,0,0,1,0,0,0,0
4022,29168,33823,01DT5193RCSFHMY8Z7KXW2KR98,"['superstar', 'striped', 'stretch-jersey', 'track', 'pant', 'black', 'stretch-jersey', 'white', 'grosgrain', 'pull', 'polyester', 'cotton', 'elastane', 'trim', 'polyester', 'machine', 'wash', 'imported', 'sport', 'après', 'sport', 'pant', 'Adidas', 'Originals']",01DT5193RKTEKM3KCZ8FYRGR3W,occasion,workout,0,0,0,0,0,0,1
5078,37136,42922,01DT518YRW75Q912YP0YNJ5Y3W,"['merino', 'wool', 'sweater', 'black', 'merino', 'wool', 'slip', 'merino', 'wool', 'dry', 'clean', 'clothing', 'knitwear', 'fine', 'knit', 'Atm', 'Anthony', 'Thomas', 'Melillo']",01DT518YS21S7V41KNH8G3MBK4,occasion,work,0,0,0,0,0,1,0
5052,36934,42689,01DT518SZZ6JSWHA8JXS1ZFBW1,"['elektra', 'prince', 'wale', 'checked', 'cotton-blend', 'blazer', 'multicolored', 'cotton-blend', 'button', 'fastening', 'front', 'cotton', 'polyester', 'fiber', 'button', 'horn', 'cow', 'dry', 'clean', 'clothing', 'jacket', 'blazer', 'Veronica', 'Beard']",01DT518T05BKNAAY4Q7Z6XRJGT,occasion,work,0,0,0,0,0,1,0
870,6725,7806,01DT518N0WCC9SBA7XZ7HYKF6S,"['cotton-blend', 'twill', 'trench', 'coat', 'beige', 'cotton-blend', 'twill', 'button', 'fastening', 'front', 'cotton', 'rayon', 'button', 'horn', 'cow', 'dry', 'clean', 'imported', 'clothing', 'coat', 'trench', 'coat', 'Le', '17', 'Septembre']",01DT518N158XPYR80W7Y7HDQ4D,occasion,daytonight,0,1,0,0,0,0,0
5106,37327,43154,01DT5181JMA4F56GCYX18CKK27,"['corben', 'belted', 'crepe', 'wrap', 'mini', 'dress', 'sand', 'crepe', 'concealed', 'snap', 'fastening', 'double-breasted', 'front', 'polyester', 'elastane', 'dry', 'clean', 'designer', 'color', 'amphora', 'imported', 'clothing', 'dress', 'mini', 'Equipment']",01DT5181JVTEPYYRS8HD566SEC,occasion,nightout,0,0,1,0,0,0,0
4196,30464,35288,01DT517QT2MBJ36RFM4NSAJC3A,"['barbara', 'snake-effect', 'leather', 'over-the', 'knee', 'boot', 'heel', 'measure', 'approximately', 'mm', 'inch', 'gray', 'cream', 'black', 'leather', 'goat', 'pull', 'made', 'italy', 'shoe', 'boot', 'knee', 'Amina', 'Muaddi']",01DT517QT9TT0KBGEYBGWR481E,occasion,weekend,0,0,0,0,1,0,0
324,2468,2850,01DT517E1NSSWD0Y3ZFF8BRFMZ,"['lewis', 'silk-charmeuse', 'maxi', 'dress', 'olive', 'silk-charmeuse', 'slip', 'silk', 'imported', 'lingerie', 'camisole', 'chemise', 'slip', 'Alix', 'Nyc']",01DT517E1VKW1CKMK6A43XB295,occasion,weekend,0,0,0,0,1,0,0
5758,42689,49418,01DT517935D6N4Z2G1HFB4DT2A,"['manu', 'cropped', 'leather', 'wide-leg', 'pant', 'army-green', 'leather', 'concealed', 'hook', 'zip', 'fastening', 'front', 'leather', 'sheep', 'lining', 'polyester', 'dry', 'clean', 'designer', 'color', 'wren', 'imported', 'clothing', 'pant', 'wide', 'leg', 'Remain', 'Birger', 'Christensen']",01DT51793C9BBMBA38T5YC9HA0,occasion,work,0,0,0,0,0,1,0
1642,12414,14422,01DT517464PBJSVM03ZR8FPDR6,"['milo', 'cotton-jersey', 'dress', 'black', 'cotton-jersey', 'slip', 'cotton', 'machine', 'wash', 'imported', 'clothing', 'dress', 'midi', 'L.F.Markey']",01DT51746B7SGQW15Z9KK8BBBH,occasion,weekend,0,0,0,0,1,0,0
5100,37276,43096,01DT516ZCSNBKZVXTGQ5DJXD09,"['pima', 'cotton', 'alpaca-blend', 'turtleneck', 'top', 'slate-blue', 'pima', 'cotton', 'alpaca-blend', 'slip', 'pima', 'cotton', 'alpaca', 'hand', 'wash', 'imported', 'clothing', 'top', 't-shirt', 'Handvaerk']",01DT516ZD024128MQDV21Z2NNR,occasion,work,0,0,0,0,0,1,0
5072,37095,42876,01DT516TGQ4EFYWXGKV2ER5WRA,"['joan', 'cropped', 'cotton-blend', 'corduroy', 'wide-leg', 'pant', 'black', 'cotton-blend', 'corduroy', 'button', 'concealed', 'zip', 'fastening', 'front', 'cotton', 'modal', 'polyester', 'polyurethane', 'machine', 'wash', 'clothing', 'pant', 'wide', 'leg', 'J', 'Brand']",01DT516TGYBSGA6EBQ2ZCAQZAJ,occasion,work,0,0,0,0,0,1,0
2378,17330,20062,01DT516H1CRMZBS41TT2A8G483,"['le', 'high', 'distressed', 'straight-leg', 'jean', 'blue', 'denim', 'organic', 'cotton', 'recycled', 'polyester', 'elastane', 'button', 'concealed', 'zip', 'fastening', 'front', 'designer', 'wash', 'hagen', 'imported', 'clothing', 'jean', 'straight', 'leg', 'Frame']",01DT516H1JJXQCJQ8T5HQYSJ4R,occasion,daytonight,0,1,0,0,0,0,0
4424,32309,37405,01DT516BRMMMQV5HC7F9TD152S,"['tara', 'draped', 'washed', 'stretch-silk', 'satin', 'camisole', 'beige', 'washed', 'stretch-silk', 'satin', 'slip', 'silk', 'spandex', 'hand', 'wash', 'designer', 'color', 'fawn', 'imported', 'lingerie', 'camisole', 'chemise', 'camisole', 'Skin']",01DT516BRS8J18DMKQF2CXH8SE,occasion,weekend,0,0,0,0,1,0,0
5838,43413,50269,01DT5166X26K2TKT7P22N8EZ1F,"['love', 'suede', 'pump', 'heel', 'measure', 'approximately', 'mm', 'inch', 'burgundy', 'suede', 'lamb', 'slip', 'designer', 'color', 'bordeaux', 'made', 'italy', 'shoe', 'pump', 'high', 'heel', 'Jimmy', 'Choo']",01DT5166X8WBR4911PJBTEJ695,occasion,work,0,0,0,0,0,1,0
3486,24923,28914,01DT515X4KWJNDX25VX2T9E1S7,"['gweneth', 'cashmere', 'cardigan', 'beige', 'cashmere', 'slip', 'cashmere', 'dry', 'clean', 'designer', 'color', 'oatmeal', 'heather', 'imported', 'lingerie', 'loungewear', 'knitwear', 'Skin']",01DT515X4TFJDSMPZ0GQVMQA7E,occasion,daytonight,0,1,0,0,0,0,0
4894,35863,41474,01DT515RAX3SAPGFWARM3X7993,"['croc-effect', 'leather', 'belt', 'bag', 'burgundy', 'croc-effect', 'leather', 'calf', 'magnetic-fastening', 'front', 'flap', 'push', 'stud-fastening', 'strap', 'come', 'dust', 'bag', 'weighs', 'approximately', 'lb', 'kg', 'imported', 'bag', 'belt', 'bag', 'belt', 'bag', 'Chylak']",01DT515RB49Y27QPVQQNBQ3898,occasion,workout,0,0,0,0,0,0,1
3494,24964,28963,01DT515KEMTBG2ZTNRHYQ29PCT,"['vintage', 'cotton-jersey', 't-shirt', 'black', 'cotton-jersey', 'slip', 'cotton', 'machine', 'wash', 'clothing', 'top', 't-shirt', 'James', 'Perse']",01DT515KET8PG0ATT955Q3N0VX,occasion,workout,0,0,0,0,0,0,1
866,6679,7751,01DT515EJ9DQGX6SQJ2HG0CYQ2,"['strike', 'cobra', 'stretch', 'jacquard-knit', 'jumpsuit', 'army-green', 'cream', 'stretch', 'jacquard-knit', 'pull', 'nylon', 'spandex', 'trim', 'nylon', 'spandex', 'machine', 'wash', 'made', 'canada', 'sport', 'gym', 'cross', 'train', 'jumpsuit', 'Twenty', 'Montréal']",01DT515EJFK9MQF2BQ2C75ZBWP,occasion,workout,0,0,0,0,0,0,1
5044,36903,42655,01DT5154RR62HP8D9PMKE9Q0RP,"['metallic', 'textured-leather', 'pump', 'heel', 'measure', 'approximately', 'mm', 'inch', 'rose', 'gold', 'textured-leather', 'calf', 'slip', 'made', 'italy', 'shoe', 'pump', 'mid', 'heel', 'Prada']",01DT5154RYN9BN9XKWXXQ0FY68,occasion,weekend,0,0,0,0,1,0,0
5209,38136,44098,01DT514ZTH8FXVKG9J2GXYT8A9,"['cropped', 'cotton-terry', 'turtleneck', 'top', 'army-green', 'cotton-terry', 'slip', 'cotton', 'machine', 'wash', 'designer', 'color', 'zombie', 'clothing', 'top', 'sweatshirt', 'Agolde']",01DT514ZTQZMW9H7AMH8ATAZM8,occasion,workout,0,0,0,0,0,0,1
5056,36975,42737,01DT514P25Z2H1MGXS7MY2H9WB,"['riley', 'pleated', 'voile', 'turtleneck', 'blouse', 'black', 'voile', 'button', 'fastening', 'neck', 'zip', 'fastening', 'along', 'back', 'triacetate', 'polyester', 'machine', 'wash', 'imported', 'clothing', 'top', 'blouse', 'Cefinn']",01DT514P2CMQ5V493RAKMSKWAX,occasion,daytonight,0,1,0,0,0,0,0
5936,44132,51100,01DT514H8XQNZ0MCKT7SD5KSHT,"['diana', 'belted', 'ribbed', 'wool-blend', 'cardigan', 'ecru', 'wool-blend', 'slip', 'wool', 'nylon', 'dry', 'clean', 'designer', 'color', 'egret', 'imported', 'clothing', 'knitwear', 'heavy', 'knit', 'Remain', 'Birger', 'Christensen']",01DT514H939EMHTCSS92Z7Q9S7,occasion,work,0,0,0,0,0,1,0
5038,36859,42609,01DT5147G9J5P7HN92TPBV2CG7,"['kittie', 'leather', 'ankle', 'boot', 'heel', 'measure', 'approximately', 'mm', 'inch', 'white', 'leather', 'goat', 'zip', 'fastening', 'along', 'back', 'imported', 'shoe', 'boot', 'ankle', 'Alexandre', 'Birman']",01DT5147GEDMGXP9QS7PJHNTRP,occasion,work,0,0,0,0,0,1,0
852,6597,7651,01DT5142J2JPTF9R7RX47EMWSW,"['classic', 'cortez', 'gingham', 'canvas', 'sneaker', 'rubber', 'sole', 'measure', 'approximately', 'mm', 'inch', 'tonal-beige', 'white', 'canvas', 'lace-up', 'front', 'nike', 'follows', 'size', 'conversion', 'therefore', 'size', 'stated', 'box', 'differ', 'one', 'provided', 'conversion', 'chart', 'receive', 'correct', 'fit', 'please', 'refer', 'size', 'fit', 'note', 'imported', 'shoe', 'sneaker', 'low', 'top', 'Nike']",01DT5142J9AB171EJR8MMHHFZS,occasion,workout,0,0,0,0,0,0,1
5066,37053,42827,01DT513XN3EDNFDB06JRVPX1Z5,"['cotton-twill', 'wide-leg', 'pant', 'army-green', 'cotton-twill', 'pull', 'cotton', 'machine', 'wash', 'imported', 'clothing', 'pant', 'wide', 'leg', 'Matin']",01DT513XNABDY721RTJVY53JA8,occasion,work,0,0,0,0,0,1,0
254,1961,2283,01DT513RRYT3SKH6X25G5VCH6B,"['leather', 'ankle', 'boot', 'heel', 'measure', 'approximately', 'mm', 'inch', 'mm', 'inch', 'platform', 'black', 'leather', 'lace-up', 'front', 'importedsmall', 'size', 'see', 'size', 'fit', 'note', 'shoe', 'boot', 'ankle', 'See', 'By', 'Chloé']",01DT513RS3S0NNEEJ645GTNF9V,occasion,daytonight,0,1,0,0,0,0,0
5022,36732,42468,01DT513MFGHZP16ZJWZCMATWT4,"['plexi', 'python', 'metallic', 'leather', 'pvc', 'pump', 'heel', 'measure', 'approximately', 'mm', 'inch', 'gold', 'leather', 'python', 'clear', 'pvc', 'slip', 'python', 'indonesia', 'made', 'italysmall', 'size', 'see', 'size', 'fit', 'note', 'shoe', 'pump', 'high', 'heel', 'Gianvito', 'Rossi']",01DT513MFPDXKRF729MF9F0NC6,occasion,nightout,0,0,1,0,0,0,0
4044,29361,34037,01DT513EZW6ARHQ45WGJS30K19,"['ribbed', 'cashmere', 'mulberry', 'silk-blend', 'turtleneck', 'sweater', 'brown', 'cashmere', 'mulberry', 'silk-blend', 'slip', 'cashmere', 'mulberry', 'silk', 'dry', 'clean', 'designer', 'color', 'bark', 'imported', 'clothing', 'knitwear', 'fine', 'knit', 'Akris']",01DT513F029YHRHEE3EV744471,occasion,weekend,0,0,0,0,1,0,0
5034,36815,42558,01DT513A3WD9WT4HCZAJ4FVTWS,"['jenna', 'stretch-cotton', 'twill', 'straight-leg', 'pant', 'ivory', 'stretch-cotton', 'twill', 'concealed', 'hook', 'zip', 'fastening', 'front', 'cotton', 'elastane', 'machine', 'wash', 'designer', 'color', 'eggshell', 'clothing', 'pant', 'straight', 'leg', 'Nili', 'Lotan']",01DT513A42V1GMMH93A8TE3ZHE,occasion,weekend,0,0,0,0,1,0,0
5094,37245,43057,01DT51357J0AKK7MF29X4RP8DV,"['pima', 'cotton', 'alpaca-blend', 'jersey', 'turtleneck', 'top', 'tan', 'pima', 'cotton', 'alpaca-blend', 'jersey', 'slip', 'pima', 'cotton', 'alpaca', 'machine', 'wash', 'dry', 'clean', 'imported', 'clothing', 'top', 'sweatshirt', 'Handvaerk']",01DT51357SQSMQDS51X1Q4FSC0,occasion,work,0,0,0,0,0,1,0
5016,36688,42420,01DT5130BAW4RF9FGVEKYWTHTA,"['beverly', 'wrap-effect', 'silk-satin', 'stretch-tencel', 'bodysuit', 'cream', 'silk-satin', 'black', 'stretch-tencel', 'pull', 'fabric', 'silk', 'fabric', 'tencel', 'spandex', 'dry', 'clean', 'clothing', 'top', 'bodysuits', 'Reformation']",01DT5130BGNEMTERTW8ZD9TRQS,occasion,daytonight,0,1,0,0,0,0,0
4382,31950,36987,01DT512VDZ03SMBTPNCRYPXZZX,"['jane', 'silk-satin', 'camisole', 'gold', 'silk-satin', 'slip', 'silk', 'lining', 'polyester', 'dry', 'clean', 'designer', 'color', 'trench', 'imported', 'clothing', 'top', 'tank', 'camis', ""L'Agence""]",01DT512VE57YMPZ8RAH20PNVMP,occasion,nightout,0,0,1,0,0,0,0
1796,13529,15748,01DT512PKX25MV3A47WJSW94CD,"['cropped', 'linen', 'tapered', 'pant', 'beige', 'linen', 'concealed', 'hook', 'zip', 'fastening', 'front', 'linen', 'dry', 'clean', 'designer', 'color', 'hemp', 'imported', 'clothing', 'pant', 'tapered', 'Michael', 'Michael', 'Kors']",01DT512PM55B6SWAP359H6CN3Z,occasion,daytonight,0,1,0,0,0,0,0
5028,36778,42516,01DT512HSHQXZBHR8C2D3RCXFJ,"['yara', 'leather', 'shoulder', 'bag', 'army-green', 'leather', 'calf', 'zip', 'fastening', 'along', 'top', 'weighs', 'approximately', 'lb', 'kg', 'designer', 'color', 'kombu', 'made', 'italy', 'bag', 'shoulder', 'bag', 'shoulder', 'bag', 'Wandler']",01DT512HSQAAZHAR312CZHJGBV,occasion,weekend,0,0,0,0,1,0,0
4320,31471,36433,01DT512CTJKECJG1YB97X7MWNG,"['leisure', 'hooded', 'mohair-blend', 'cardigan', 'beige', 'mohair-blend', 'slip', 'mohair', 'polyamide', 'wool', 'dry', 'clean', 'made', 'italy', 'clothing', 'knitwear', 'medium', 'knit', 'Max', 'Mara']",01DT512CTRFG9CBGYSFVPNHP6S,occasion,daytonight,0,1,0,0,0,0,0
154,1174,1378,01DT51281DZCVH5KSYAMQA03R8,"['wool', 'midi', 'skirt', 'beige', 'wool', 'concealed', 'hook', 'zip', 'fastening', 'side', 'wool', 'lining', 'cupro', 'dry', 'clean', 'imported', 'clothing', 'skirt', 'midi', 'Theory']",01DT51281MF2A52ED051PZ1G0C,occasion,vacation,0,0,0,1,0,0,0
4960,36307,41981,01DT51234VHAHGPTR89SZJ50V0,"['andrea', 'zebra-print', 'calf', 'hair', 'leather', 'mule', 'heel', 'measure', 'approximately', 'mm', 'inch', 'zebra-print', 'calf', 'hair', 'black', 'leather', 'goat', 'slip', 'made', 'italysmall', 'size', 'see', 'size', 'fit', 'note', 'shoe', 'sandal', 'mid', 'heel', 'Jennifer', 'Chamandi']",01DT5123513Y21KB8QZX7T062V,occasion,nightout,0,0,1,0,0,0,0
5000,36569,42283,01DT511Y5FQHG7H9CDN3RM7K9N,"['colroy', 'cashmere', 'sweater', 'rust', 'cashmere', 'slip', 'cashmere', 'hand', 'wash', 'imported', 'clothing', 'knitwear', 'medium', 'knit', 'Isabel', 'Marant']",01DT511Y5NKJGMBAE8NK1SBRMS,occasion,daytonight,0,1,0,0,0,0,0
4334,31597,36583,01DT511S96R8YD3P4E4Y42QX8A,"['oversized', 'patchwork', 'knitted', 'cardigan', 'red', 'cotton', 'cotton-blend', 'stretch', 'cotton-blend', 'tonal-red', 'cream', 'ribbed-knit', 'slip', 'fabric', 'cotton', 'fabric', 'cotton', 'wool', 'polyamide', 'viscose', 'fabric', 'cotton', 'viscose', 'polyamide', 'polyester', 'fabric', 'cotton', 'polyamide', 'elastane', 'hand', 'wash', 'designer', 'color', 'cadillac', 'red', 'imported', 'clothing', 'knitwear', 'medium', 'knit', 'Mcq', 'Alexander', 'Mcqueen']",01DT511S9D03VP92TEJZTNKS1M,occasion,daytonight,0,1,0,0,0,0,0
274,2118,2458,01DT511MD0Y4H7DZCJTSE2AZQW,"['ivy', 'leather', 'ankle', 'boot', 'heel', 'measure', 'approximately', 'mm', 'inch', 'black', 'leather', 'calf', 'zip', 'fastening', 'along', 'back', 'made', 'italy', 'shoe', 'boot', 'ankle', 'Aeydē']",01DT511MD7XW0P5392169B14P8,occasion,weekend,0,0,0,0,1,0,0
874,6760,7850,01DT511FKX6312M3QMY2F4DKS6,"['rylee', 'snake-effect', 'leather', 'ankle', 'boot', 'heel', 'measure', 'approximately', 'mm', 'inch', 'forest-green', 'black', 'snake-effect', 'leather', 'cow', 'zip', 'fastening', 'along', 'side', 'made', 'italy', 'shoe', 'boot', 'ankle', 'Chloé']",01DT511FM3VAJ82NSEGMBT1JR3,occasion,daytonight,0,1,0,0,0,0,0
5006,36611,42332,01DT511AMZP6W93RYE6CX0TQWX,"['cotton-voile', 'shirt', 'white', 'cotton-voile', 'button', 'fastening', 'front', 'cotton', 'machine', 'wash', 'mother', 'pearl', 'china', 'imported', 'clothing', 'top', 'shirt', 'James', 'Perse']",01DT511AN62Q0SKDVKX71R1KJ7,occasion,work,0,0,0,0,0,1,0
4172,30300,35100,01DT5115RBN8HSGXHM1S9N5DQ0,"['isa', 'leather', 'ankle', 'boot', 'heel', 'measure', 'approximately', 'mm', 'inch', 'olive', 'leather', 'lamb', 'zip', 'fastening', 'along', 'side', 'made', 'italy', 'shoe', 'boot', 'ankle', 'Wandler']",01DT5115RJYFSXTRKJTMBR8PK1,occasion,work,0,0,0,0,0,1,0
