,key_0,Unnamed: 0,product_id,final_list,product_color_id,attribute_name,attribute_value,androgynous,athleisure,boho,businesscasual,casual,classic,edgy,glam,modern,retro,romantic
1808,10123,11749,01DVCRFGGW9248MDR0GX8AEXQS,"['larina', 'crepe', 'dress', 'cream', 'crepe', 'slip', 'acetate', 'viscose', 'lining', 'polyester', 'elastane', 'dry', 'clean', 'clothing', 'dress', 'knee', 'length', 'The', 'Row']",01DVCRFGH952VG8H8A4R6SVKZZ,style,casual,0,0,0,0,1,0,0,0,0,0,0
7446,42950,49715,01DVCRBD94VNMFBWE39DHYQD1H,"['paula', 'bow-embellished', 'leather', 'slingback', 'pump', 'crafted', 'brand', 'signature', 'bow-embellishment', 'alexandre', 'birman', 'paula', 'pump', 'made', 'point-toes', 'slender', 'stiletto', 'heel', ""they're"", 'secured', 'slingback', 'strap', 'fully-lined', 'interior', 'extended', 'wear', 'office-ready', 'look', 'pair', 'wide-leg', 'trouser', 'pant', 'woman', 'shoe', 'pump', 'Alexandre', 'Birman']",01DVCRBD9DKZRE762PMT3XE67M,style,retro,0,0,0,0,0,0,0,0,0,1,0
1774,9961,11561,01DVCR9QJEJ1DM5H9P1FMRNZFT,"['point-toe', 'suede', 'pump', 'love', 'stuart', 'weitzman', 'pump', 'timeless', 'appeal', 'crafted', 'velvety', 'suede', 'heel', 'designed', 'classic', 'point-toe', 'understated', 'style', 'slide', 'sharp', 'tonal', 'pantsuit', 'dress', 'look', 'woman', 'shoe', 'pump', 'Stuart', 'Weitzman']",01DVCR9QJS0FVJ38SP8286NA92,style,classic,0,0,0,0,0,1,0,0,0,0,0
1782,9995,11598,01DVCR7W9HS9D92VZ4JXAKCBVT,"['envelope', 'pleat', 'medium', 'leather', 'tote', 'caramel', 'leather', 'open', 'top', 'made', 'italy', 'bag', 'tote', 'bag', 'tote', 'bag', 'Khaite']",01DVCR7W9S9RWMVNAX1QESTWMN,style,classic,0,0,0,0,0,1,0,0,0,0,0
1790,10030,11637,01DVCQVZTAB36XJ652HHG0E0DC,"['bon', 'ton', 'leopard', 'dress', 'anything', 'leopard', 'tends', 'automatically', 'fall', 'chic', 'category', 'factor', 'la', 'double', 'romantic', 'touch', 'like', 'frilly', 'flutter', 'sleeve', 'stunning', 'almost', 'architectural', 'standing', 'collar', 'italian-made', 'crepe', 'dress', 'becomes', 'something', 'else', 'entirely', 'oh', 'knee-length', 'cut', 'mean', 'office', 'appropriate', 'date-night', 'friendly', 'pretty', 'back', 'thank', 'tie-up', 'detail', 'viscose', 'elastanedry', 'cleanmade', 'italymodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'x', 'dress', 'La', 'Doublej']",01DVCQVZTJX7JBJET9CS665341,style,classic,0,0,0,0,0,1,0,0,0,0,0
1798,10078,11694,01DVCQSH9X343QWPGBXGJB9BFA,"['draped', 'cotton-jersey', 'dress', 'gray', 'cotton-jersey', 'slip', 'cotton', 'machine', 'wash', 'designer', 'color', 'tinker', 'clothing', 'dress', 'midi', 'James', 'Perse']",01DVCQSHA7NED1GE3ZVZZRQ2RW,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
38,211,251,01DVCQRRX4QYJV20667ZK52S82,"['silk-crepe', 'midi', 'dress', 'black', 'silk-crepe', 'concealed', 'zip', 'fastening', 'along', 'back', 'silk', 'lining', 'triacetate', 'polyester', 'lining', 'polyester', 'dry', 'clean', 'imported', 'clothing', 'dress', 'midi', 'Theory']",01DVCQRRZG6WZQ692BZ3TJCB1E,style,retro,0,0,0,0,0,0,0,0,0,1,0
1766,9918,11506,01DVCQK4P21SPY0PM4SFJJFHT5,"['belted', 'grain', 'de', 'poudre', 'wool', 'blazer', 'camel', 'grain', 'de', 'poudre', 'wool', 'button', 'fastening', 'front', 'wool', 'button', 'horn', 'buffalo', 'dry', 'clean', 'made', 'italy', 'clothing', 'jacket', 'blazer', 'Casasola']",01DVCQK4PD6XKBEMY3PGCQF6XP,style,classic,0,0,0,0,0,1,0,0,0,0,0
7216,41482,48017,01DVCPSZPVTNH3333A9A0FQHJQ,"['oversized', 'draped', 'silk', 'blouse', 'self', 'tie', 'neckline', 'derek', 'lam', 'oversized', 'silk', 'blouse', 'designed', 'self', 'tie', 'scarf', 'neck', 'long', 'cuffed', 'sleeve', 'high-low', 'hemline', 'woman', 'clothing', 'top', 'Derek', 'Lam']",01DVCPSZSGFRRF7A5MEG5TCFPV,style,modern,0,0,0,0,0,0,0,0,1,0,0
5032,28388,32924,01DVC6771SNBR70RX2DRF0MS8E,"['pleated', 'clean', 'collar', 'top', 'anyone', 'know', 'way', 'around', 'good', 'clean', 'modern', 'shirting', 'goop-shop', 'favorite', 'frame', 'see', 'stand-up', 'collar', 'pretty', 'pleat', 'shoulder', 'micro', 'stripe', 'dramatic', 'cuff', 'feel', 'extra', 'considered', 'meaning', 'classic', 'keep', 'wear', 'hold', 'onto', 'year', 'come', 'cottonmachine', 'wash', 'coldmodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'x', 'top', 'Frame']",01DVC677232M43DCXCA6MH2VGW,style,classic,0,0,0,0,0,1,0,0,0,0,0
1686,9531,11063,01DVC5ENP72XWS71VYY3DBJPPW,"['pia', 'woven', 'slide', 'st', 'agni', 'pia', 'woven', 'slide', 'ultimate', 'warm-weather', 'essential', 'handcrafted', 'finest', 'leather', 'refined', 'slide', 'woven', 'upper', 'slight', 'square', 'toe', 'perfect', 'every', 'day', 'exploring', 'sun-filled', 'destination', 'pair', 'favorite', 'floral', 'printed', 'sundress', 'cropped', 'denim', 'elevated', 'look', 'woman', 'shoe', 'sandal', 'St.', 'Agni']",01DVC5ENSPB7GX0A8FJFW29RNX,style,androgynous,1,0,0,0,0,0,0,0,0,0,0
1670,9458,10982,01DVC4XW6DDV687PWKRVNHF11J,"['sandal', 'studio', 'amelia', 'sleek', 'style', 'sandal', 'minimal', 'design', 'versatile', 'come', 'made', 'smooth', 'leather', 'matte', 'finish', 'pair', 'designed', 'single', 'strap', 'across', 'big', 'toe', 'leave', 'top', 'foot', 'exposed', 'two', 'thin', 'strap', 'ankle', 'secure', 'fit', 'woman', 'shoe', 'sandal', 'Studio', 'Amelia']",01DVC4Y10Z35MXXNYSG69Z5A3F,style,modern,0,0,0,0,0,0,0,0,1,0,0
6942,39874,46135,01DVC47028ZYTJ9NNC9DSTT357,"['fagan', 'button', 'coat', 'isabel', 'marant', 'étoile', 'fagan', 'coat', 'designed', 'thick', 'button', 'button', 'striped', 'print', 'throughout', 'woman', 'clothing', 'coat', 'Isabel', 'Marant', 'Étoile']",01DVC47053AHX08KS8T95KVEPY,style,boho,0,0,1,0,0,0,0,0,0,0,0
6988,40126,46436,01DVC42J536G2A2PTZDGPZ1K9C,"['true', 'cropped', 'mid-rise', 'skinny', 'jean', 'nobody', 'denim', 'true', 'jean', 'designed', 'pre-cuffed', 'hem', 'saving', 'time', 'finding', 'perfect', 'length', 'crafted', 'medium', 'wash', 'style', 'fashioned', 'mid-rise', 'waist', 'brand', 'logo', 'stitching', 'back', 'right', 'pocket', 'couple', 'skinny', 'style', 'puffed', 'sleeve', 'blouse', 'add', 'volume', 'woman', 'clothing', 'jean', 'Nobody', 'Denim']",01DVC42J5FYCX981NYXF3S92MP,style,casual,0,0,0,0,1,0,0,0,0,0,0
1640,9310,10808,01DVC3Y9E3T539SP36Q9F7RVV8,"['bissett', 'snake-effect', 'leather', 'bucket', 'bag', 'staud', 'signature', 'bissett', 'bag', 'crafted', 'snake-effect', 'leather', 'structured', 'bucket', 'silhouette', 'suitable', 'small', 'everyday', 'essential', 'suede-lined', 'style', 'internal', 'drawstring', 'top', 'keep', 'valuable', 'secure', 'carry', 'curved', 'top', 'handle', 'detachable', 'shoulder', 'strap', 'woman', 'bag', 'top_handle_bags', 'Staud']",01DVC3Y9ENSSW2R9JP61X1WW2M,style,modern,0,0,0,0,0,0,0,0,1,0,0
6830,39178,45312,01DVC39ZBDKMEGC6RQKS890CWD,"['air', 'layered', 'dri-fit', 'stretch', 'mesh', 'sport', 'bra', 'black', 'mesh', 'stretch-polyester', 'slip', 'fabric', 'recycled', 'polyester', 'elastane', 'fabric', 'polyester', 'elastane', 'trim', 'nylon', 'elastane', 'lining', 'polyester', 'elastane', 'machine', 'wash', 'imported', 'sport', 'yoga', 'dance', 'sport', 'bra', 'Nike']",01DVC39ZBPAVCXBDTTCA1BQV19,style,casual,0,0,0,0,1,0,0,0,0,0,0
1632,9281,10773,01DVC36AVH56D4HX99M9ACQJNJ,"['hi', 'star', 'platform', 'leather', 'suede', 'sneaker', 'crafted', 'italy', 'golden', 'goose', 'hi', 'star', 'sneaker', 'designed', 'brand', 'signature', 'appliqu', 'star', 'stamped', 'gold-tone', 'logo', 'textured-leather', 'upper', 'set', 'platform', 'rubber', 'sole', 'pair', 'complete', 'suede', 'vamp', 'handwritten', 'text', 'accent', 'highlight', 'chunky', 'heel', 'pairing', 'midi-length', 'skirt', 'woman', 'shoe', 'sneaker', 'Golden', 'Goose']",01DVC36AYCT31J05T1ZCQSTRA3,style,edgy,0,0,0,0,0,0,1,0,0,0,0
1628,9249,10737,01DVC2Z06FMJDF9MR07E0VK7E9,"['stretch-pima', 'cotton', 'track', 'pant', 'stone', 'stretch-pima', 'cotton', 'pull', 'pima', 'cotton', 'elastane', 'machine', 'wash', 'imported', 'clothing', 'pant', 'track', 'pant', 'Handvaerk']",01DVC2Z06S1ZPCZRJ1MSG5CSP0,style,casual,0,0,0,0,1,0,0,0,0,0,0
1612,9157,10635,01DVC24CH2536RRHVAQH9SW7GZ,"['jamie', 'leather', 'backpack', 'danse', 'lente', 'jamie', 'backpack', 'crafted', 'bucket', 'silhouette', 'contrast', 'stitching', 'convertible', 'strap', 'woman', 'bag', 'backpack', 'Danse', 'Lente']",01DVC24CHBSQMDFYAF8HK183VG,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
1604,9117,10591,01DVC243XTQAJDHBXC38GCTZHT,"['linen', 'slide', 'proenza', 'schouler', 'linen', 'slide', 'designed', 'wide', 'crossover', 'strap', 'great', 'every', 'day', 'shoe', 'flat', 'two-tone', 'sol', 'fitted', 'cushioned', 'footbed', 'added', 'comfort', 'woman', 'shoe', 'sandal', 'Proenza', 'Schouler']",01DVC243Y5PW275NZWWPDP37BS,style,casual,0,0,0,0,1,0,0,0,0,0,0
1600,9084,10552,01DVBZSXGKWREK5YYVM4TDD3DV,"['al', 'organic', 'cotton-velour', 'track', 'pant', 'midnight-blue', 'organic', 'cotton-velour', 'pull', 'organic', 'cotton', 'machine', 'wash', 'imported', 'lingerie', 'loungewear', 'bottom', 'Baserange']",01DVBZSXGWY62XJ2FY3KXA0RQE,style,casual,0,0,0,0,1,0,0,0,0,0,0
1592,9042,10507,01DVBZ7EMDWY6YFMV54PHV3SK2,"['ribbed', 'cotton-jersey', 't-shirt', 'white', 'cotton-jersey', 'slip', 'cotton', 'machine', 'wash', 'clothing', 'top', 't-shirt', 'Re/Done']",01DVBZ7EPRP96JNSMZGZ1M2SNJ,style,classic,0,0,0,0,0,1,0,0,0,0,0
6694,38279,44267,01DVBX20Q1AFNR7EKV2C81MDQA,"['court', 'classic', 'appliquéd', 'metallic-trimmed', 'leather', 'sneaker', 'sole', 'measure', 'approximately', 'mm', 'inch', 'white', 'black', 'leather', 'silver', 'textured-leather', 'lace-up', 'front', 'made', 'italylarge', 'size', 'see', 'size', 'fit', 'note', 'shoe', 'sneaker', 'low', 'top', 'Saint', 'Laurent']",01DVBX20QBVRFZFHMMF25CQ6H1,style,athleisure,0,1,0,0,0,0,0,0,0,0,0
504,3030,3498,01DVBWZDQBJ40DB22CE0C7DMYA,"['oversized', 'tie-dyed', 'cotton-jersey', 'hoodie', 'multicolored', 'cotton-jersey', 'slip', 'cotton', 'dry', 'clean', 'clothing', 'top', 'sweatshirt', 'Amiri']",01DVBWZDQM8YMD8DCC5EVFVEY4,style,athleisure,0,1,0,0,0,0,0,0,0,0,0
6750,38619,44654,01DVBWV4S94K2B30YSVVCT9FZ0,"['plutus', 'two-tone', 'cashmere', 'slim-fit', 'track', 'pant', 'black', 'ivory', 'cashmere', 'pull', 'cashmere', 'dry', 'clean', 'imported', 'lingerie', 'loungewear', 'bottom', 'Madeleine', 'Thompson']",01DVBWV4SNRK1JX7HJHAT7HKTQ,style,casual,0,0,0,0,1,0,0,0,0,0,0
6710,38391,44397,01DVBTEVG1Y5T5DFK6MWKHM13B,"['stretch-pima', 'cotton', 'jersey', 't-shirt', 'black', 'stretch-pima', 'cotton', 'jersey', 'slip', 'pima', 'cotton', 'elastane', 'hand', 'wash', 'imported', 'clothing', 'top', 't-shirt', 'Atm', 'Anthony', 'Thomas', 'Melillo']",01DVBTEVGER2R0NKFKTKXBW6AM,style,casual,0,0,0,0,1,0,0,0,0,0,0
1578,8966,10418,01DVBTBPHR8WJTCVEN5AJRHF47,"['large', 'leather-trimmed', 'linen', 'tote', 'beige', 'linen', 'black', 'leather', 'calf', 'open', 'top', 'come', 'dust', 'bag', 'weighs', 'approximately', 'lb', 'kg', 'made', 'italy', 'bag', 'shoulder', 'bag', 'shoulder', 'bag', 'Bottega', 'Veneta']",01DVBTBPJ41VVT00JJCG8TTZ2W,style,modern,0,0,0,0,0,0,0,0,1,0,0
1572,8922,10366,01DVBRQA18CNN9MKQSABWZ2M6E,"['high-rise', 'wide-leg', 'jean', 'blue', 'denim', 'partially', 'concealed', 'button', 'concealed', 'zip', 'fastening', 'front', 'cotton', 'machine', 'wash', 'designer', 'wash', 'stone', 'wash', 'made', 'italy', 'clothing', 'jean', 'wide', 'leg', 'King', '&', 'Tuckfield']",01DVBRQA49W31DFBQ1QCVWVV4H,style,modern,0,0,0,0,0,0,0,0,1,0,0
1564,8877,10317,01DVBRNY5VW355NYJBDRB64EP4,"['bradner', 'striped', 'twill', 'shirt', 'black', 'cream', 'violet', 'twill', 'button', 'fastening', 'front', 'viscose', 'dry', 'clean', 'designer', 'color', 'eclipse', 'noir', 'vi', 'imported', 'clothing', 'top', 'shirt', 'Equipment']",01DVBRNY67XDW34EHG4Y1MB3JH,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
5326,30239,35032,01DVBR93Y7KANZE3C09YCTVXDF,"['alpaca-blend', 'scarf', 'brown', 'alpaca-blend', 'alpaca', 'polyamide', 'merino', 'wool', 'hand', 'wash', 'designer', 'color', 'mushroom', 'imported', 'accessory', 'scarf', 'scarf', 'Lauren', 'Manoogian']",01DVBR93YJMT1K1MBK2Y92YJYZ,style,casual,0,0,0,0,1,0,0,0,0,0,0
360,2200,2550,01DVBR574EM61N3H0J8HAR3F8H,"['knotted', 'snake-effect', 'leather', 'sandal', 'slight', 'heel', 'snake-effect', 'leather', 'slip', 'importedlarge', 'size', 'see', 'size', 'fit', 'note', 'shoe', 'sandal', 'flat', 'Zimmermann']",01DVBR574TW5BTPP8F12KTM5D7,style,casual,0,0,0,0,1,0,0,0,0,0,0
1562,8856,10290,01DVBR1MP53T5FGSAZ4P87K4C4,"['helen', 'kaminski', 'figura', 'leather-trimmed', 'raffia', 'shoulder', 'bag', 'dark-brown', 'raffia', 'black', 'leather', 'open', 'top', 'come', 'dust', 'bag', 'imported', 'bag', 'shoulder', 'bag', 'shoulder', 'bag', 'Albus', 'Lumen']",01DVBR1MPJYNQD72NC937JX1CM,style,casual,0,0,0,0,1,0,0,0,0,0,0
886,5122,5947,01DVBP9AHVQTZXJSBNJ0N2NYJP,"['leather', 'ankle', 'boot', 'heel', 'measure', 'approximately', 'mm', 'inch', 'black', 'leather', 'calf', 'pull', 'made', 'italy', 'shoe', 'boot', 'ankle', 'Khaite']",01DVBP9AJ40VZ1TWFZ9R6Y7Q5B,style,edgy,0,0,0,0,0,0,1,0,0,0,0
1320,7457,8661,01DVA80YRD3A05GQDNZ93TVVVX,"['romy', 'suede', 'pump', 'heel', 'measure', 'approximately', 'mm', 'inch', 'blush', 'suede', 'slip', 'designer', 'color', 'ballet', 'pink', 'made', 'italy', 'shoe', 'pump', 'high', 'heel', 'Jimmy', 'Choo']",01DVA80YRP39AEJC5KRYFSSDX6,style,modern,0,0,0,0,0,0,0,0,1,0,0
1540,8717,10133,01DVA7QRXM928ZM0WWR7HFNTC1,"['jewelled', 'button', 'sweater', 'jewel-embellished', 'shoulder', 'button', 'add', 'elegance', 'wool', 'cashmere', 'short-sleeve', 'knit', 'womensapparel', 'sweater', 'cashmere', 'Marc', 'Jacobs']",01DVA7QRXXR9F0TWVE1HMC5ZQ3,style,modern,0,0,0,0,0,0,0,0,1,0,0
1524,8646,10043,01DVA5EJHRB1JJFSMW8WCZEE9X,"['pacos', 'fringe-trimmed', 'wool', 'coat', 'cut', 'soft', 'camel', 'wool', 'max', 'mara', 'chic', 'pacos', 'coat', 'designed', 'broad', 'fringe-trimmed', 'lapel', 'cinch', 'waist', 'self-tie', 'belt', 'keep', 'phone', 'handy', 'one', 'exaggerated', 'patch', 'pocket', 'front', 'woman', 'clothing', 'coat', 'Max', 'Mara']",01DVA5EJJ08WCBR5YWC6SRJX1E,style,casual,0,0,0,0,1,0,0,0,0,0,0
1508,8546,9930,01DVA5E4P52939W0WTQBTNNJRG,"['lystal', 'boot', 'isabel', 'marant', 'lystal', 'suede', 'boot', 'feature', 'slouchy', 'boot', 'shaft', 'minimalist', 'silhouette', 'pair', 'skirt', 'trouser', 'seen', 'fall', 'runway', 'woman', 'shoe', 'boot', 'Isabel', 'Marant']",01DVA5E9F92TG8N2H894QSXZGP,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
1500,8508,9886,01DVA59VHYAPT4PVX32NXW91G5,"['juan', 'embossed', 'mule', 'tibi', 'juan', 'embossed', 'mule', 'made', 'shiny', 'black', 'leather', 'feature', 'kitten', 'heel', 'minimalist', 'silhouette', 'also', 'available', 'snakeskin', 'burgundy', 'suede', 'woman', 'shoe', 'mule', 'Tibi']",01DVA59VJ8KYTXGDEVBCH93WYJ,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
2442,13666,15908,01DVA57VPXY3KR2H9Q0W4SGGSP,"['silk-crepe', 'top', 'frame', 'borrowed', 'detail', 'traditional', 'menswear', 'designing', 'top', 'cut', 'relaxed', 'fit', 'notch-lapel', 'collar', 'fold', 'asymmetrically', 'along', 'bodice', 'falling', 'curved', 'hem', 'wear', 'tucked', 'pair', 'tailored', 'trouser', 'sleek', 'point-toe', 'pump', 'woman', 'clothing', 'top', 'Frame']",01DVA57YP6805N6DVNTW30APGA,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
5192,29444,34128,01DVA57J7VFVRB59DHTCWJTHRQ,"['leather', 'wrap', 'skirt', 'akris', 'skirt', 'crafted', 'buttery', 'lamb', 'leather', 'wrap', 'style', 'fall', 'knee', 'try', 'styling', 'slim', 'fitting', 'turtleneck', 'woman', 'clothing', 'skirt', 'Akris']",01DVA57J877A8FR2RGYZ995XCX,style,edgy,0,0,0,0,0,0,1,0,0,0,0
6898,39595,45807,01DVA56MV0S00J094TFHRNA7S7,"['polka-dot', 'satin', 'midi', 'skirt', 'cut', 'weighty', 'satin', 'christopher', 'kane', 'polka-dot', 'midi', 'skirt', 'a-line', 'silhouette', 'recall', 'vintage', 'style', 'slim', 'waistband', 'act', 'origin', 'large', 'vertical', 'pleat', 'create', 'additional', 'volume', 'also', 'catching', 'air', 'move', 'style', 'minimal', 'black', 'top', 'contrast', 'cotton', 'candy-pink', 'hue', 'woman', 'clothing', 'skirt', 'Christopher', 'Kane']",01DVA56MV8MKP8VTXWH9X4F805,style,retro,0,0,0,0,0,0,0,0,0,1,0
6892,39554,45760,01DVA55J8QYGGJ437SGB9MT2YJ,"['lady', 'silk-moire', 'pump', 'heel', 'measure', 'approximately', 'mm', 'inch', 'black', 'silk-moire', 'slip', 'made', 'italy', 'shoe', 'pump', 'mid', 'heel', 'The', 'Row']",01DVA55J8YXEW32GFA68CW38D3,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
1492,8474,9850,01DVA558GGAR1BFDYZYR3PJ02N,"['metallic', 'leather', 'pump', 'heel', 'measure', 'approximately', 'mm', 'inch', 'silver', 'leather', 'lamb', 'slip', 'made', 'italy', 'shoe', 'pump', 'high', 'heel', 'Gianvito', 'Rossi']",01DVA558GRA6KGW59CCADRSZ96,style,classic,0,0,0,0,0,1,0,0,0,0,0
1484,8426,9782,01DVA54THCXNRKYC0YVMWGYPJ5,"['lace-paneled', 'velvet', 'mini', 'dress', 'designed', 'sleeveless', 'lace', 'bodice', 'givenchy', 'dress', 'crafted', 'velvet', 'mini', 'silhouette', 'taper', 'a-line', 'skirt', 'pairing', 'wide', 'leather', 'waist', 'belt', 'woman', 'clothing', 'dress', 'Givenchy']",01DVA54THNEYBBJ6BB30TJ4441,style,classic,0,0,0,0,0,1,0,0,0,0,0
5020,28299,32819,01DVA54B99J6F2SRCNMEDXF3XN,"['stretch-cotton', 'jersey', 'hoodie', 'light-gray', 'stretch-cotton', 'jersey', 'slip', 'cotton', 'polyester', 'trim', 'cotton', 'elastane', 'lining', 'cotton', 'machine', 'wash', 'imported', 'clothing', 'top', 'sweatshirt', 'Alexanderwang.T']",01DVA54B9K3YD9Q7JB30FVHYHG,style,athleisure,0,1,0,0,0,0,0,0,0,0,0
5134,29112,33760,01DVA53WN721FYKA3Y5GJMD2CH,"['superstar', 'striped', 'satin-jersey', 'track', 'pant', 'navy', 'white', 'satin-jersey', 'pull', 'polyester', 'cotton', 'elastane', 'pocket', 'lining', 'recycled', 'polyester', 'machine', 'wash', 'imported', 'sport', 'après', 'sport', 'pant', 'Adidas', 'Originals']",01DVA53WNFJAH4SSHH7C3NYQQR,style,androgynous,1,0,0,0,0,0,0,0,0,0,0
1478,8389,9739,01DVA53EZSEWVSBPRZK8F752P0,"['striped', 'leather', 'low-top', 'sneaker', 'good', 'white', 'sneaker', 'go', 'anything', 'love', 'axel', 'arigato', 'striped', 'pair', 'much', 'crafted', 'italy', 'durable', 'leather', 'sit', 'rubber', 'sole', 'providing', 'perfect', 'traction', 'comfort', 'woman', 'shoe', 'sneaker', 'Axel', 'Arigato']",01DVA53F01F1M86MN2QBZ97CPF,style,athleisure,0,1,0,0,0,0,0,0,0,0,0
1470,8339,9685,01DVA52ZCSNYK38PN2ZTM6E888,"['collared', 'printed', 'cotton-blend', 'shirt', 'hallmark', 'carolina', 'herrera', 'show', 'white', 'cotton-blend', 'poplin', 'button-up', 'season', 'version', 'sharp', 'pointed', 'collar', 'rose', 'petal', 'print', 'updated', 'staple', 'perfect', 'straight-leg', 'pant', 'woman', 'clothing', 'top', 'Carolina', 'Herrera']",01DVA52ZD62SKTK8Y8M0BJEK7D,style,edgy,0,0,0,0,0,0,1,0,0,0,0
1460,8296,9638,01DVA50CB97R63HSY8RBS2EHMP,"['kicker', 'textured-leather', 'mule', 'heel', 'measure', 'approximately', 'mm', 'inch', 'chocolate', 'textured-leather', 'goat', 'slip', 'imported', 'shoe', 'pump', 'mid', 'heel', 'Simon', 'Miller']",01DVA50CBH021PNRV2YM9AKK23,style,modern,0,0,0,0,0,0,0,0,1,0,0
1452,8261,9600,01DVA4ZSA3EN2Z65V5Y9NFJYJG,"['ferlyn', 'leather', 'loafer', 'isabel', 'marant', 'ferlyn', 'loafer', 'made', 'soft', 'leather', 'classic', 'almond-toe', 'silhouette', 'detailed', 'gold-tone', 'buckle', 'accent', 'collapsable', 'counter', 'enabling', 'wear', 'mule', 'show', 'tapered', 'hemline', 'woman', 'shoe', 'flat', 'Isabel', 'Marant']",01DVA4ZSABCW6FMWN1HFKHVFQA,style,classic,0,0,0,0,0,1,0,0,0,0,0
452,2726,3160,01DVA4ZFKEST038Z045BWTFP77,"['stripe', 'classic', 'open-yoke', 'shirt', 'gravitate', 'towards', 'tomboy', 'shirt', 'silky-soft', 'cotton', 'blend', 'classic', 'pinstripe', 'avant-garde', 'cut-out', 'detail', 'back', 'make', 'true', 'favorite', 'like', 'best', 'tucked', 'pair', 'relaxed', 'pant', 'cotton', 'silkhand', 'wash', 'coldmade', 'australiasizing', 'x', 'xlmodel', 'bust', 'waist', 'hip', 'wearing', 'size', 'top', 'Bassike']",01DVA4ZFKQ1WB4TZBDS1F92ZB7,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
1442,8207,9535,01DVA4YVM475BFGHRYN11N4N20,"['pleated', 'stretch-denim', 'wide-leg', 'pant', 'carolina', 'herrera', 'wide-leg', 'trouser', 'tailored', 'exaggerated', 'oversized', 'fit', 'going', 'hand', 'hand', 'new', 'season', 'trending', 'silhouette', ""they're"", 'made', 'versatile', 'stretch-denim', 'pleating', 'throughout', 'style', 'fitted', 'crewneck', 'turtleneck', 'sweater', 'accentuate', 'rise', 'woman', 'clothing', 'pant', 'Carolina', 'Herrera']",01DVA4YVMCDV8TB078F7P0DV39,style,businesscasual,0,0,0,1,0,0,0,0,0,0,0
1436,8182,9506,01DVA4YHJQNP81XPB75JBGQ749,"['erin', 'suede', 'slingback', 'point-toe', 'flat', 'slight', 'heel', 'navy', 'suede', 'goat', 'buckle-fastening', 'slingback', 'strap', 'made', 'italy', 'shoe', 'flat', 'shoe', 'pointed-toe', 'flat', 'Jimmy', 'Choo']",01DVA4YHJZ1H4PQN82EPW5WQ14,style,modern,0,0,0,0,0,0,0,0,1,0,0
1424,8094,9402,01DVA4Y85Y5VZTKZNVEKCTDJXQ,"['harper', 'cotton', 'eyelet', 'blouse', 'ulla', 'johnson', 'love', 'vintage', 'inspiration', 'cotton', 'eyelet', 'certainly', 'brings', 'best', 'past', 'decade', 'mind', 'designer', 'used', 'breathable', 'semi-sheer', 'material', 'create', 'harper', 'blouse', 'ruffle', 'trim', 'along', 'neck', 'full', 'blouson', 'sleeve', 'style', 'classic', 'trouser', 'fun', 'gold', 'jewelry', 'woman', 'clothing', 'top', 'Ulla', 'Johnson']",01DVA4Y8635RNSA9H9T8MFC34J,style,casual,0,0,0,0,1,0,0,0,0,0,0
1412,8028,9328,01DVA4XY7A0QMMSK3V3SBR52J9,"['clarita', 'bow-embellished', 'suede', 'sandal', 'alexandre', 'birman', 'clarita', 'sandal', 'quickly', 'risen', 'cult', 'status', 'among', 'fashion', 'glitterati', 'classic', 'double', 'strap', 'construction', 'embellished', 'label', 'signature', 'knot', 'detailing', 'suede', 'rendition', 'perfect', 'outdoor', 'wedding', 'party', 'woman', 'shoe', 'sandal', 'Alexandre', 'Birman']",01DVA4Y4VQ7BNQ7RZM0WTT0ZFF,style,romantic,0,0,0,0,0,0,0,0,0,0,1
1406,7986,9278,01DVA4XSMTZ334M7SPPW0M1EDV,"['high-rise', 'straight-leg', 'jean', 'done', 'upcycles', 'vintage', 'levi', 'craft', 'new', 'style', 'kind', 'lived-in', 'quality', 'could', 'never', 'buy', 'otherwise', 'made', 'pure', 'cotton', 'denim', 'particular', 'light', 'wash', 'pair', 'tailored', 'high-waisted', 'fit', 'roomy', 'straight', 'leg', 'perfectly', 'designed', 'tucking', 'tee', 'light', 'sweater', 'woman', 'clothing', 'jean', 'Re/Done']",01DVA4XSN5SR9ZVSXXSE26FVNT,style,romantic,0,0,0,0,0,0,0,0,0,0,1
1396,7940,9226,01DVA4W4DFK30Q8VEH6T3W7Q72,"['viola', 'striped', 'wool', 'sweater', 'embuing', 'sort', 'ease', 'sensibility', 'brand', 'recognizes', 'signature', 'khaite', 'viola', 'sweater', 'knit', 'wool', 'striped', 'design', 'elongated', 'sleeve', 'lightly', 'drape', 'wrist', 'crew', 'neckline', 'framing', 'face', 'style', 'sharply', 'tailored', 'trouser', 'balance', 'proportion', 'woman', 'clothing', 'top', 'Khaite']",01DVA4W4DQ9S5DN6X8GDMJVTJ1,style,classic,0,0,0,0,0,1,0,0,0,0,0
